,xpath,label-key,index,guidance,file
873,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/TYPE_OF_PROCEDURE_DEFENCE/MAXIMUM_NUMBER_INVITED/OPE_MAXIMUM_NUMBER,,,,F17_CONTRACT_DEFENCE.csv
874,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/TYPE_OF_PROCEDURE_DEFENCE/MAXIMUM_NUMBER_INVITED/OPE_OBJECTIVE_CRITERIA,,,,F17_CONTRACT_DEFENCE.csv
875,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/TYPE_OF_PROCEDURE_DEFENCE/REDUCTION_OF_THE_NUMBER,,,,F17_CONTRACT_DEFENCE.csv
876,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION,,,,F17_CONTRACT_DEFENCE.csv
877,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL,,,,F17_CONTRACT_DEFENCE.csv
878,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/LOWEST_PRICE,,,,F17_CONTRACT_DEFENCE.csv
879,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER,,,,F17_CONTRACT_DEFENCE.csv
880,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_BELOW,,,,F17_CONTRACT_DEFENCE.csv
881,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_BELOW/CRITERIA_DEFINITION,,,,F17_CONTRACT_DEFENCE.csv
882,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_BELOW/CRITERIA_DEFINITION/ORDER_C,,,,F17_CONTRACT_DEFENCE.csv
883,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_BELOW/CRITERIA_DEFINITION/CRITERIA,,,,F17_CONTRACT_DEFENCE.csv
884,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_BELOW/CRITERIA_DEFINITION/WEIGHTING,,,,F17_CONTRACT_DEFENCE.csv
885,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/AWARD_CRITERIA_DETAIL/MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER/CRITERIA_STATED_IN_OTHER_DOCUMENT,,,,F17_CONTRACT_DEFENCE.csv
886,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/IS_ELECTRONIC_AUCTION_USABLE,,,,F17_CONTRACT_DEFENCE.csv
887,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/IS_ELECTRONIC_AUCTION_USABLE/USE_ELECTRONIC_AUCTION,,,,F17_CONTRACT_DEFENCE.csv
888,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/AWARD_CRITERIA_CONTRACT_NOTICE_INFORMATION/IS_ELECTRONIC_AUCTION_USABLE/NO_USE_ELECTRONIC_AUCTION,,,,F17_CONTRACT_DEFENCE.csv
889,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE,,,,F17_CONTRACT_DEFENCE.csv
890,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/FILE_REFERENCE_NUMBER,,,,F17_CONTRACT_DEFENCE.csv
891,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17,,,,F17_CONTRACT_DEFENCE.csv
892,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17,,,,F17_CONTRACT_DEFENCE.csv
893,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/PREVIOUS_PUBLICATION_NOTICE_F17,,,,F17_CONTRACT_DEFENCE.csv
894,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/PREVIOUS_PUBLICATION_NOTICE_F17/PRIOR_INFORMATION_NOTICE_F17,,,,F17_CONTRACT_DEFENCE.csv
895,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/PREVIOUS_PUBLICATION_NOTICE_F17/PRIOR_INFORMATION_NOTICE_F17/@CHOICE,,,,F17_CONTRACT_DEFENCE.csv
896,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/PREVIOUS_PUBLICATION_NOTICE_F17/NOTICE_NUMBER_OJ,,,,F17_CONTRACT_DEFENCE.csv
897,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/PREVIOUS_PUBLICATION_NOTICE_F17/DATE_OJ,,,,F17_CONTRACT_DEFENCE.csv
898,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/OTHER_PREVIOUS_PUBLICATIONS,,,,F17_CONTRACT_DEFENCE.csv
899,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/OTHER_PREVIOUS_PUBLICATIONS/OTHER_PREVIOUS_PUBLICATION,,,,F17_CONTRACT_DEFENCE.csv
900,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/OTHER_PREVIOUS_PUBLICATIONS/OTHER_PREVIOUS_PUBLICATION/NOTICE_NUMBER_OJ,,,,F17_CONTRACT_DEFENCE.csv
901,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/OTHER_PREVIOUS_PUBLICATIONS/OTHER_PREVIOUS_PUBLICATION/DATE_OJ,,,,F17_CONTRACT_DEFENCE.csv
902,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/PREVIOUS_PUBLICATION_EXISTS_F17/NO_OTHER_PREVIOUS_PUBLICATION,,,,F17_CONTRACT_DEFENCE.csv
903,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/PREVIOUS_PUBLICATION_INFORMATION_NOTICE_F17/NO_PREVIOUS_PUBLICATION_EXISTS_F17,,,,F17_CONTRACT_DEFENCE.csv
904,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS,,,,F17_CONTRACT_DEFENCE.csv
905,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/TIME_LIMIT,,,,F17_CONTRACT_DEFENCE.csv
906,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/TIME_LIMIT/DAY,,,,F17_CONTRACT_DEFENCE.csv
907,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/TIME_LIMIT/MONTH,,,,F17_CONTRACT_DEFENCE.csv
908,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/TIME_LIMIT/YEAR,,,,F17_CONTRACT_DEFENCE.csv
909,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/TIME_LIMIT/TIME,,,,F17_CONTRACT_DEFENCE.csv
910,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/NO_PAYABLE_DOCUMENTS,,,,F17_CONTRACT_DEFENCE.csv
911,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/PAYABLE_DOCUMENTS,,,,F17_CONTRACT_DEFENCE.csv
912,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/PAYABLE_DOCUMENTS/DOCUMENT_COST,,,,F17_CONTRACT_DEFENCE.csv
913,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/PAYABLE_DOCUMENTS/DOCUMENT_COST/@CURRENCY,,,,F17_CONTRACT_DEFENCE.csv
914,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/CONDITIONS_OBTAINING_SPECIFICATIONS/PAYABLE_DOCUMENTS/DOCUMENT_METHOD_OF_PAYMENT,,,,F17_CONTRACT_DEFENCE.csv
915,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/RECEIPT_LIMIT_DATE,,,,F17_CONTRACT_DEFENCE.csv
916,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/DISPATCH_INVITATIONS_DATE,,,,F17_CONTRACT_DEFENCE.csv
917,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/LANGUAGE,,,,F17_CONTRACT_DEFENCE.csv
918,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/LANGUAGE/LANGUAGE_ANY_EC,,,,F17_CONTRACT_DEFENCE.csv
919,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/LANGUAGE/LANGUAGE_EC,,,,F17_CONTRACT_DEFENCE.csv
920,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/PROCEDURE_DEFINITION_CONTRACT_NOTICE_DEFENCE/ADMINISTRATIVE_INFORMATION_CONTRACT_NOTICE_DEFENCE/LANGUAGE/LANGUAGE_OTHER,,,,F17_CONTRACT_DEFENCE.csv
921,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE,,,,F17_CONTRACT_DEFENCE.csv
922,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/RECURRENT_PROCUREMENT,,,,F17_CONTRACT_DEFENCE.csv
923,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/NO_RECURRENT_PROCUREMENT,,,,F17_CONTRACT_DEFENCE.csv
924,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/RELATES_TO_EU_PROJECT_YES,,,,F17_CONTRACT_DEFENCE.csv
925,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/RELATES_TO_EU_PROJECT_NO,,,,F17_CONTRACT_DEFENCE.csv
926,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/ADDITIONAL_INFORMATION,,,,F17_CONTRACT_DEFENCE.csv
927,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL,,,,F17_CONTRACT_DEFENCE.csv
928,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE,,,,F17_CONTRACT_DEFENCE.csv
929,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME,,,,F17_CONTRACT_DEFENCE.csv
930,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION,,,,F17_CONTRACT_DEFENCE.csv
931,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION/OFFICIALNAME,,,,F17_CONTRACT_DEFENCE.csv
932,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION/NATIONALID,,,,F17_CONTRACT_DEFENCE.csv
933,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ADDRESS,,,,F17_CONTRACT_DEFENCE.csv
934,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/TOWN,,,,F17_CONTRACT_DEFENCE.csv
935,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/POSTAL_CODE,,,,F17_CONTRACT_DEFENCE.csv
936,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/COUNTRY,,,,F17_CONTRACT_DEFENCE.csv
937,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/E_MAILS,,,,F17_CONTRACT_DEFENCE.csv
938,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/PHONE,,,,F17_CONTRACT_DEFENCE.csv
939,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/URL,,,,F17_CONTRACT_DEFENCE.csv
940,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/APPEAL_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/FAX,,,,F17_CONTRACT_DEFENCE.csv
941,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE,,,,F17_CONTRACT_DEFENCE.csv
942,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME,,,,F17_CONTRACT_DEFENCE.csv
943,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION,,,,F17_CONTRACT_DEFENCE.csv
944,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION/OFFICIALNAME,,,,F17_CONTRACT_DEFENCE.csv
945,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ORGANISATION/NATIONALID,,,,F17_CONTRACT_DEFENCE.csv
946,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/ADDRESS,,,,F17_CONTRACT_DEFENCE.csv
947,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/TOWN,,,,F17_CONTRACT_DEFENCE.csv
948,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/POSTAL_CODE,,,,F17_CONTRACT_DEFENCE.csv
949,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/COUNTRY,,,,F17_CONTRACT_DEFENCE.csv
950,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/E_MAILS,,,,F17_CONTRACT_DEFENCE.csv
951,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/PHONE,,,,F17_CONTRACT_DEFENCE.csv
952,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/URL,,,,F17_CONTRACT_DEFENCE.csv
953,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/MEDIATION_PROCEDURE_BODY_RESPONSIBLE/CONTACT_DATA_WITHOUT_RESPONSIBLE_NAME/FAX,,,,F17_CONTRACT_DEFENCE.csv
954,/CONTRACT_DEFENCE/FD_CONTRACT_DEFENCE/COMPLEMENTARY_INFORMATION_CONTRACT_NOTICE/PROCEDURES_FOR_APPEAL/LODGING_OF_APPEALS,,,,F17_CONTRACT_DEFENCE.csv
