,"ID","Name","Datatype","Repeatable","Description","Legal Status","Level","Element","eformsNotice","sfNotice","Form type","eforms_xpath","name"
1238,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,12,21,"Competition",,
1239,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,3,22,"Planning",,
1240,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,32,25,"Result",,
1241,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,8,4,"Planning",,
1242,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,11,4,"Competition",,
1243,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,4,1,"Planning",,
1244,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,18,17,"Competition",,
1245,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,10,1,"Competition",,
1246,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,5,22,"Planning",,
1247,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,38,20,"Contract modification",,
1248,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,39,20,"Contract modification",,
1249,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,40,20,"Contract modification",,
1250,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,23,12,"Competition",,
1251,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,24,12,"Competition",,
1252,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,5,4,"Planning",,
1253,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,36,13,"Result",,
1254,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,37,13,"Result",,
1255,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,35,23,"Result",,
1256,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,15,7,"Competition",,
1257,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,29,3,"Result",,
1258,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,34,21,"Result",,
1259,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,20,21,"Competition",,
1260,"BT-08","    Organisation Role","Code","No","The role of the organisation in the procurement procedure (e.g. buyer, winner). A notice must contain all organisations in the procedure that have the role of a buyer; a winner; a review body; a buyer acquiring supplies and/or services intended for other buyers; a buyer awarding public contracts or concluding framework agreements for works, supplies or services intended for other buyers.","M","new term overall",,17,5,"Competition",,
1261,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,30,6,"Result",,
1262,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,1,8,"Planning",,
1263,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,2,8,"Planning",,
1264,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,3,8,"Planning",,
1265,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,7,1,"Planning",,
1266,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,19,24,"Competition",,
1267,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,4,21,"Planning",,
1268,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,6,16,"Planning",,
1269,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,21,22,"Competition",,
1270,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,16,2,"Competition",,
1271,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,33,21,"Result",,
1272,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,31,18,"Result",,
1273,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,25,15,"Direct award prenotification",,
1274,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,26,15,"Direct award prenotification",,
1275,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,27,15,"Direct award prenotification",,
1276,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,28,15,"Direct award prenotification",,
1277,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,22,19,"Competition",,
1278,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,12,21,"Competition",,
1279,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,3,22,"Planning",,
1280,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,32,25,"Result",,
1281,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,8,4,"Planning",,
1282,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,11,4,"Competition",,
1283,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,4,1,"Planning",,
1284,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,18,17,"Competition",,
1285,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,10,1,"Competition",,
1286,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,5,22,"Planning",,
1287,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,38,20,"Contract modification",,
1288,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,39,20,"Contract modification",,
1289,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,40,20,"Contract modification",,
1290,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,23,12,"Competition",,
1291,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,24,12,"Competition",,
1292,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,5,4,"Planning",,
1293,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,36,13,"Result",,
1294,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,37,13,"Result",,
1295,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,35,23,"Result",,
1296,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,15,7,"Competition",,
1297,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,29,3,"Result",,
1298,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,34,21,"Result",,
1299,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,20,21,"Competition",,
1300,"BT-770","    Organisation Subrole","Code","Yes","The sub-role of the organisation in the procurement procedure (e.g. group leader, organisation providing additional information about the procurement procedure).","O","new term overall",,17,5,"Competition",,
1301,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,30,6,"Result",,
1302,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,1,8,"Planning",,
1303,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,2,8,"Planning",,
1304,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,3,8,"Planning",,
1305,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,7,1,"Planning",,
1306,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,19,24,"Competition",,
1307,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,4,21,"Planning",,
1308,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,6,16,"Planning",,
1309,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,21,22,"Competition",,
1310,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,16,2,"Competition",,
1311,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,33,21,"Result",,
1312,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,31,18,"Result",,
1313,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,25,15,"Direct award prenotification",,
1314,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,26,15,"Direct award prenotification",,
1315,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,27,15,"Direct award prenotification",,
1316,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,28,15,"Direct award prenotification",,
1317,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,22,19,"Competition",,
1318,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,12,21,"Competition",,
1319,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,3,22,"Planning",,
1320,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,32,25,"Result",,
1321,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,8,4,"Planning",,
1322,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,11,4,"Competition",,
1323,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,4,1,"Planning",,
1324,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,18,17,"Competition",,
1325,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,10,1,"Competition",,
1326,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,5,22,"Planning",,
1327,"BG-3","    Buyer","-","No","Additional information about the buyer.",,"---",,38,20,"Contract modification",,
1328,"BG-3","    Buyer","-","No","Additional information about the buyer.",,"---",,39,20,"Contract modification",,
1329,"BG-3","    Buyer","-","No","Additional information about the buyer.",,"---",,40,20,"Contract modification",,
1330,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,23,12,"Competition",,
1331,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,24,12,"Competition",,
1332,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,5,4,"Planning",,
1333,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,36,13,"Result",,
1334,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,37,13,"Result",,
1335,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,35,23,"Result",,
1336,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,15,7,"Competition",,
1337,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,29,3,"Result",,
1338,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,34,21,"Result",,
1339,"BG-3","    Buyer","-","No","Additional information about the buyer.","O","---",,20,21,"Competition",,
1340,"BG-3","    Buyer","-","No","Additional information about the buyer.","CM","---",,17,5,"Competition",,
1341,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",30,6,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1342,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","M","new term",,1,8,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1343,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","M","new term",,2,8,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1344,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","M","new term",,3,8,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1345,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",7,1,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1346,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",19,24,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1347,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",4,21,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1348,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.3","Address of the buyer profile",6,16,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1349,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",21,22,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1350,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",16,2,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1351,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",33,21,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1352,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.3","Address of the buyer profile",31,18,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1353,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,25,15,"Direct award prenotification","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1354,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,26,15,"Direct award prenotification","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1355,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,27,15,"Direct award prenotification","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1356,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,28,15,"Direct award prenotification","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1357,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.3","Address of the buyer profile",22,19,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1358,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",12,21,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1359,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",3,22,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1360,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",32,25,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1361,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",8,4,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1362,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",11,4,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1363,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",4,1,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1364,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.3","Address of the buyer profile",18,17,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1365,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",10,1,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1366,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",5,22,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1367,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,23,12,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1368,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,24,12,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1369,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",5,4,"Planning","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1370,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,36,13,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1371,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","new term",,37,13,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1372,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",35,23,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1373,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",15,7,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1374,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",29,3,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1375,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",34,21,"Result","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1376,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",20,21,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1377,"BT-508","        Buyer Profile URL","URL","No","The website where the buyer publishes information regarding procurement procedures (e.g. notices, procurement documents).","O","I.1.12.2","Address of the buyer profile",17,5,"Competition","/*/cac:ContractingParty/cbc:BuyerProfileURI","Buyer Profile URI"
1378,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,30,6,"Result","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
